Bell Bottoms~images\attire\bottom\resized\bell-bottoms.png~bell-bottoms
Bloomers~images\attire\bottom\resized\bloomers.png~bloomers
Capri Pants~images\attire\bottom\resized\capri_pants.png~capri pants
Denim Shorts~images\attire\bottom\resized\denim_shorts.png~denim shorts
Gym Shorts~images\attire\bottom\resized\gym_shorts.png~gym shorts
High Waist Shorts~images\attire\bottom\resized\high-waist_shorts.png~high-waist shorts
High Waist Skirt~images\attire\bottom\resized\high-waist_skirt.png~high-waist skirt
Jeans~images\attire\bottom\resized\jeans.png~jeans
Leggings~images\attire\bottom\resized\leggings.png~leggings
Long Skirt~images\attire\bottom\resized\long_skirt.png~long skirt
Miniskirt~images\attire\bottom\resized\miniskirt.png~miniskirt
Overall Skirt~images\attire\bottom\resized\overall_skirt.png~overall skirt
Pants~images\attire\bottom\resized\pants.png~pants
Pelvic Curtain~images\attire\bottom\resized\pelvic_curtain.png~pelvic curtain
Petticoat~images\attire\bottom\resized\petticoat.png~petticoat
Plaid Skirt~images\attire\bottom\resized\plaid_skirt.png~plaid skirt
Sarong~images\attire\bottom\resized\sarong.png~sarong
Short Shorts~images\attire\bottom\resized\short_shorts.png~short shorts
Shorts~images\attire\bottom\resized\shorts.png~shorts
Shorts Under Skirt~images\attire\bottom\resized\shorts_under_skirt.png~shorts under skirt
Skirt~images\attire\bottom\resized\skirt.png~skirt
Sweatpants~images\attire\bottom\resized\sweatpants.png~sweatpants
Yoga Pants~images\attire\bottom\resized\yoga_pants.png~yoga pants
