Aran Sweater~images\attire\top\aran_sweater.png~aran sweater
Bandeau~images\attire\top\bandeau.png~bandeau
Blouse~images\attire\top\blouse.png~blouse
Bustier~images\attire\top\bustier.png~bustier
Camisole~images\attire\top\camisole.png~camisole
Cardigan~images\attire\top\cardigan.png~cardigan
Coat~images\attire\top\coat.png~coat
Collared Shirt~images\attire\top\collared_shirt.png~collared shirt
Compression Shirt~images\attire\top\compression_shirt.png~compression shirt
Corset~images\attire\top\corset.png~corset
Criss-cross Halter~images\attire\top\criss-cross_halter.png~criss-cross halter
Crop Top~images\attire\top\crop_top.png~crop top
Cropped Jacket~images\attire\top\cropped_jacket.png~cropped jacket
Dress Shirt~images\attire\top\dress_shirt.png~dress shirt
Halterneck~images\attire\top\halterneck.png~halterneck
Hoodie~images\attire\top\hoodie.png~hoodie
Jacket~images\attire\top\jacket.png~jacket
Letterman Jacket~images\attire\top\letterman_jacket.png~letterman jacket
Off-shoulder Shirt~images\attire\top\off-shoulder_shirt.png~off-shoulder shirt
Poncho~images\attire\top\poncho.png~poncho
Pullover~images\attire\top\pullover.png~pullover
Ribbed Sweater~images\attire\top\ribbed_sweater.png~ribbed sweater
Safari Jacket~images\attire\top\safari_jacket.png~safari jacket
Sleeveless Shirt~images\attire\top\sleeveless_shirt.png~sleeveless shirt
Sleeveless Turtleneck~images\attire\top\sleeveless_turtleneck.png~sleeveless turtleneck
Surcoat~images\attire\top\surcoat.png~surcoat
Sweater~images\attire\top\sweater.png~sweater
Sweater Vest~images\attire\top\sweater_vest.png~sweater vest
Tabard~images\attire\top\tabard.png~tabard
Tailcoat~images\attire\top\tailcoat.png~tailcoat
Tank Top~images\attire\top\tank_top.png~tank top
Trench Coat~images\attire\top\trench_coat.png~trench coat
T-shirt~images\attire\top\t-shirt.png~t-shirt
Tube Top~images\attire\top\tube_top.png~tube top
Turtleneck~images\attire\top\turtleneck.png~turtleneck
Underbust~images\attire\top\underbust.png~underbust
Vest~images\attire\top\vest.png~vest
